医院,姓名,科室,评分,擅长,简介
广州中医药大学第一附属医院,丁有钦,中医心内科,3.5,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,洪永敦,中医心内科,3.4,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,黄衍寿,中医心内科,3.5,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,李南夷,中医心内科,3.5,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,李荣,中医心内科,3.7,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,罗小星,中医心内科,3.6,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,王士超,中医心内科,3.6,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,翁书和,中医心内科,3.7,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,吴辉,中医心内科,3.6,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,吴伟,中医心内科,3.5,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,冼绍祥,中医心内科,3.6,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,杨忠奇,中医心内科,3.6,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,陈志雄,中医血液科,3.5,白血病、淋巴瘤、贫血,主任医师，血液科专科，在血液系统疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,刘安平,中医血液科,3.5,白血病、淋巴瘤、贫血,主任医师，血液科专科，在血液系统疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,杨洪涌,中医血液科,3.5,白血病、淋巴瘤、贫血,主任医师，血液科专科，在血液系统疾病诊治方面有丰富经验。
广州中医药大学第一附属医院,王幼生,中医眼科,3.4,白内障、青光眼、视网膜疾病、角膜疾病,主任医师，眼科专科，从事眼科临床诊疗工作多年。
广州中医药大学第一附属医院,曹洋,中医肿瘤科,3.5,中医肿瘤科常见病、多发病诊治,主任医师，中医肿瘤科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,林丽珠,中医肿瘤科,3.6,中医肿瘤科常见病、多发病诊治,主任医师，中医肿瘤科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,刘展华,中医肿瘤科,3.6,中医肿瘤科常见病、多发病诊治,主任医师，中医肿瘤科专科，从事临床工作多年，具有丰富的临床经验。
广州中医药大学第一附属医院,叶小卫,中医肿瘤科,3.6,中医肿瘤科常见病、多发病诊治,主任医师，中医肿瘤科专科，从事临床工作多年，具有丰富的临床经验。
暨南大学附属第一医院,赵仓焕,针灸科,3.5,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
暨南大学附属第一医院,陈栋,中西医结合科,3.4,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
暨南大学附属第一医院,洪劲松,中医骨科,3.8,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
暨南大学附属第一医院,蔡宇,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
暨南大学附属第一医院,曹勇,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
暨南大学附属第一医院,陈利国,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
暨南大学附属第一医院,李恩庆,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
暨南大学附属第一医院,马民,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
暨南大学附属第一医院,孙升云,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
暨南大学附属第一医院,徐云生,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
暨南大学附属第一医院,杨钦河,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
暨南大学附属第一医院,张荣华,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
暨南大学附属第一医院,赵国平,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
南方医科大学南方医院,黄泳,针灸科,3.5,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
南方医科大学南方医院,张国华,中西医结合科,3.5,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
南方医科大学南方医院,徐正莉,中医儿科,3.2,儿童呼吸系统疾病、儿童消化系统疾病、儿童体质调理,主任医师，中医儿科专科，擅长运用中医中药治疗儿科疾病。
南方医科大学南方医院,李义凯,中医骨科,3.6,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
南方医科大学南方医院,余林中,中医呼吸科,3.6,中医呼吸科常见病、多发病诊治,主任医师，中医呼吸科专科，从事临床工作多年，具有丰富的临床经验。
南方医科大学南方医院,贺松其,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
南方医科大学南方医院,贾钰华,中医科,5.0,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
南方医科大学南方医院,罗仁,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
南方医科大学南方医院,孙晓敏,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
南方医科大学南方医院,谢炜,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
南方医科大学南方医院,李娟,中医免疫内科,3.6,中医免疫内科常见病、多发病诊治,主任医师，中医免疫内科专科，从事临床工作多年，具有丰富的临床经验。
南方医科大学南方医院,邓燕,中医皮肤科,3.3,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
南方医科大学南方医院,黄仕营,中医神经内科,3.5,脑血管病、帕金森病、癫痫、痴呆、头痛头晕,主任医师，神经内科专科，在神经系统疾病诊治方面有丰富经验。
南方医科大学南方医院,陈亮光,中医外科,3.3,中医外科常见病、多发病诊治,主任医师，中医外科专科，从事临床工作多年，具有丰富的临床经验。
南方医科大学南方医院,张万岱,中医消化科,3.9,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
南方医科大学珠江医院,何剑平,中医肛肠科,3.6,痔疮、肛裂、肛瘘,主任医师，肛肠科专科，在肛肠疾病诊治方面有丰富经验。
南方医科大学珠江医院,葛鑫宇,中医精神科,3.1,中医精神科常见病、多发病诊治,主任医师，中医精神科专科，从事临床工作多年，具有丰富的临床经验。
南方医科大学珠江医院,魏连波,中医科,3.7,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
南方医科大学珠江医院,接力刚,中医免疫内科,3.4,中医免疫内科常见病、多发病诊治,主任医师，中医免疫内科专科，从事临床工作多年，具有丰富的临床经验。
南方医科大学珠江医院,何佳,中医心内科,3.3,冠心病、高血压、心律失常、心力衰竭,主任医师，心内科专科，在心血管疾病诊治方面有丰富经验。
中山大学附属第五医院,师晶丽,中西医结合科,3.5,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
中山大学附属第五医院,夏瑾瑜,中医感染内科,3.5,细菌感染、病毒感染、发热待查,主任医师，感染科专科，在感染性疾病诊治方面有丰富经验。
中山大学附属第五医院,张维颖,中医科,3.2,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
中山大学附属第一医院,金明华,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
中山大学肿瘤防治中心,张蓓,中医肿瘤科,3.6,中医肿瘤科常见病、多发病诊治,主任医师，中医肿瘤科专科，从事临床工作多年，具有丰富的临床经验。
深圳市妇幼保健院,杨卓欣,针灸科,3.4,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
深圳市妇幼保健院,王俊玲,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
深圳市人民医院,何纲,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
深圳市人民医院,赖真,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
深圳市人民医院,郭跃华,中医外科,3.5,中医外科常见病、多发病诊治,主任医师，中医外科专科，从事临床工作多年，具有丰富的临床经验。
香港大学深圳医院,翁庚民,中医科,3.5,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
四川大学华西医院,何洪波,中西医结合科,3.7,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,黄伟,中西医结合科,3.8,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,黄宗文,中西医结合科,3.8,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,李春桃,中西医结合科,3.7,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,李宁,中西医结合科,3.7,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,毛兵,中西医结合科,3.8,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,唐文富,中西医结合科,3.9,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,王刚,中西医结合科,3.9,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,王蕾,中西医结合科,3.8,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,夏庆,中西医结合科,3.7,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,张瑞明,中西医结合科,3.7,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
四川大学华西医院,张泰怀,中西医结合科,3.7,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
四川省人民医院,张冲,针灸科,3.2,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
四川省人民医院,杨向东,中医肛肠科,3.3,痔疮、肛裂、肛瘘,主任医师，肛肠科专科，在肛肠疾病诊治方面有丰富经验。
四川省人民医院,段华,中医骨科,3.3,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
四川省人民医院,谭力,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
四川省人民医院,曾雪斌,中医男科,3.4,中医男科常见病、多发病诊治,主任医师，中医男科专科，从事临床工作多年，具有丰富的临床经验。
浙江大学医学院附属妇产科医院,蔡雪芬,中医妇产科,3.8,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
浙江大学医学院附属妇产科医院,曲凡,中医妇产科,3.8,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
浙江大学医学院附属邵逸夫医院,邵万金,中医肛肠科,3.2,痔疮、肛裂、肛瘘,主任医师，肛肠科专科，在肛肠疾病诊治方面有丰富经验。
浙江大学医学院附属邵逸夫医院,方青,中医科,3.2,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
重庆市人民医院,方勇飞,中西医结合科,3.7,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
重庆市人民医院,陈琼科,中医科,3.2,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
重庆医科大学附属第二医院,曹文富,中西医结合科,3.6,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
重庆医科大学附属第二医院,荣晓凤,中西医结合科,3.7,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
重庆医科大学附属第一医院,朱必伟,针灸科,3.2,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
珠海市人民医院,李颖,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
珠海市人民医院,张姝,中医皮肤科,3.1,中医皮肤科常见病、多发病诊治,主任医师，中医皮肤科专科，从事临床工作多年，具有丰富的临床经验。
珠海市人民医院,梁翠微,中医血液科,3.4,白血病、淋巴瘤、贫血,主任医师，血液科专科，在血液系统疾病诊治方面有丰富经验。
西安交通大学第一附属医院,杨保存,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
江苏省人民医院,薛明新,针灸科,3.7,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
江苏省人民医院,张朝晖,针灸科,3.6,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
江苏省人民医院,汪秀琴,中医科,4.9,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
江苏省人民医院,魏睦新,中医科,4.0,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
江苏省人民医院,杨晓玉,中医男科,3.9,中医男科常见病、多发病诊治,主任医师，中医男科专科，从事临床工作多年，具有丰富的临床经验。
南京鼓楼医院,张洪,中西医结合科,3.5,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
南京鼓楼医院,万毅刚,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
南京鼓楼医院,胡文静,中医肿瘤科,3.8,中医肿瘤科常见病、多发病诊治,主任医师，中医肿瘤科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,胡少明,中西医结合科,3.7,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,李宝玉,中西医结合科,3.7,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,涂胜豪,中西医结合科,3.9,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,杨明炜,中西医结合科,3.8,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,张明敏,中西医结合科,3.9,中西医结合科常见病、多发病诊治,主任医师，中西医结合科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,黄光英,中医妇产科,3.8,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。
华中科技大学同济医学院附属同济医院,陈韬,中医感染内科,4.2,细菌感染、病毒感染、发热待查,主任医师，感染科专科，在感染性疾病诊治方面有丰富经验。
华中科技大学同济医学院附属同济医院,胡永红,中医免疫内科,3.6,中医免疫内科常见病、多发病诊治,主任医师，中医免疫内科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,董慧,中医内分泌,3.6,中医内分泌常见病、多发病诊治,主任医师，中医内分泌专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,林云华,中医消化科,3.7,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属同济医院,易屏,中医消化科,3.8,中医消化科常见病、多发病诊治,主任医师，中医消化科专科，从事临床工作多年，具有丰富的临床经验。
华中科技大学同济医学院附属协和医院,蔡国伟,针灸科,3.6,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。
华中科技大学同济医学院附属协和医院,沈霖,中医骨科,3.8,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
华中科技大学同济医学院附属协和医院,杨艳萍,中医骨科,3.7,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。
华中科技大学同济医学院附属协和医院,陈瑞,中医科,3.8,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
华中科技大学同济医学院附属协和医院,范恒,中医科,3.8,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
华中科技大学同济医学院附属协和医院,卢芙蓉,中医科,3.6,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
华中科技大学同济医学院附属协和医院,唐庆,中医科,3.7,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
华中科技大学同济医学院附属协和医院,杨胜兰,中医科,3.8,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
华中科技大学同济医学院附属协和医院,朱锐,中医科,3.8,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。
华中科技大学同济医学院附属协和医院,王全胜,中医肾病内科,3.6,中医肾病内科常见病、多发病诊治,主任医师，中医肾病内科专科，从事临床工作多年，具有丰富的临床经验。
