医院,姓名,科室,评分,擅长,简介,医疗服务
四川省人民医院,林家弟,心血管内科,3.5,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
四川省人民医院,刘明江,心血管内科,3.5,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
四川省人民医院,马孝湘,心血管内科,3.5,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
四川省人民医院,舒燕,心血管内科,3.5,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
四川省人民医院,孙学春,心血管内科,3.5,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
四川省人民医院,陶剑虹,心血管内科,3.5,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
四川省人民医院,田文杰,心血管内科,3.6,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
四川省人民医院,王文艳,心血管内科,3.6,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
四川省人民医院,尹立雪,心血管内科,3.7,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
四川省人民医院,周晓芳,心血管内科,3.5,心血管内科常见病、多发病诊治,主任医师，心血管内科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
四川省人民医院,黄克力,心血管外科,3.5,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。,routine health screening
四川省人民医院,曾富春,胸外科,3.6,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
四川省人民医院,丛伟,胸外科,3.7,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
四川省人民医院,冯刚,胸外科,3.7,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
四川省人民医院,甘崇志,胸外科,3.6,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
四川省人民医院,舒骏,胸外科,3.5,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
四川省人民医院,薛洋,胸外科,3.6,肺癌、食管癌、纵隔肿瘤,主任医师，胸外科专科，在胸部肿瘤诊治方面有丰富经验。,cancer treatment; robotic surgery
四川省人民医院,顾毅,血管外科,3.5,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。,routine health screening
四川省人民医院,张矛,血管外科,3.5,动脉硬化闭塞、静脉曲张、深静脉血栓,主任医师，血管外科专科，在血管疾病诊治方面有丰富经验。,routine health screening
四川省人民医院,邓成莲,血液科,3.5,白血病、淋巴瘤、贫血,主任医师，血液科专科，在血液系统疾病诊治方面有丰富经验。,cancer treatment; CAR-T cell therapy
四川省人民医院,黄晓兵,血液科,3.5,白血病、淋巴瘤、贫血,主任医师，血液科专科，在血液系统疾病诊治方面有丰富经验。,cancer treatment; CAR-T cell therapy
四川省人民医院,李慧,血液科,3.5,白血病、淋巴瘤、贫血,主任医师，血液科专科，在血液系统疾病诊治方面有丰富经验。,cancer treatment; CAR-T cell therapy
四川省人民医院,丁小燕,眼底,3.7,眼底常见病、多发病诊治,主任医师，眼底专科，从事临床工作多年，具有丰富的临床经验。,ophthalmology
四川省人民医院,彭洁,眼科,3.5,白内障、青光眼、视网膜疾病、角膜疾病,主任医师，眼科专科，从事眼科临床诊疗工作多年。,ophthalmology
四川省人民医院,曲超,眼科,3.6,白内障、青光眼、视网膜疾病、角膜疾病,主任医师，眼科专科，从事眼科临床诊疗工作多年。,ophthalmology
四川省人民医院,吴峥峥,眼科,3.5,白内障、青光眼、视网膜疾病、角膜疾病,主任医师，眼科专科，从事眼科临床诊疗工作多年。,ophthalmology
四川省人民医院,辛晓蓉,眼科,3.5,白内障、青光眼、视网膜疾病、角膜疾病,主任医师，眼科专科，从事眼科临床诊疗工作多年。,ophthalmology
四川省人民医院,杨吟,眼科,3.5,白内障、青光眼、视网膜疾病、角膜疾病,主任医师，眼科专科，从事眼科临床诊疗工作多年。,ophthalmology
四川省人民医院,蒋瑾,医学影像科,3.5,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
四川省人民医院,印隆林,医学影像科,3.5,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
四川省人民医院,杨季云,遗传咨询科,3.5,遗传咨询科常见病、多发病诊治,主任医师，遗传咨询科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
四川省人民医院,曾凯宏,营养科,3.1,营养科常见病、多发病诊治,主任医师，营养科专科，从事临床工作多年，具有丰富的临床经验。,routine health screening
四川省人民医院,张冲,针灸科,3.2,针灸治疗神经系统疾病、针灸止痛,主任医师，针灸科专科，在针灸治疗方面有丰富经验。,Chinese medicine treatment
四川省人民医院,游晓波,整形科,3.5,体表整形、眼部整形、鼻部整形,主任医师，整形外科专科，在整形外科方面有丰富经验。,hair transplant; cosmetic or plastic surgery
四川省人民医院,韩红娟,正畸科,3.5,错颌畸形矫治、隐形正畸,主任医师，正畸科专科，在口腔正畸方面有丰富经验。,routine health screening
四川省人民医院,任小华,正畸科,3.5,错颌畸形矫治、隐形正畸,主任医师，正畸科专科，在口腔正畸方面有丰富经验。,routine health screening
四川省人民医院,杨向东,中医肛肠科,3.3,痔疮、肛裂、肛瘘,主任医师，肛肠科专科，在肛肠疾病诊治方面有丰富经验。,Chinese medicine treatment
四川省人民医院,段华,中医骨科,3.3,骨关节疾病、脊柱外科、创伤骨科、人工关节置换,主任医师，骨科专科，从事骨科临床工作多年。,orthopedics; Chinese medicine treatment
四川省人民医院,谭力,中医科,3.4,中医内科疾病、中医养生保健,主任医师，中医科专科，运用中医中药治疗各种疾病。,Chinese medicine treatment
四川省人民医院,曾雪斌,中医男科,3.4,中医男科常见病、多发病诊治,主任医师，中医男科专科，从事临床工作多年，具有丰富的临床经验。,Chinese medicine treatment
四川省人民医院,敖睿,肿瘤内科,3.6,恶性肿瘤化疗、靶向治疗、免疫治疗、姑息治疗,主任医师，肿瘤内科专科，在肿瘤内科综合治疗方面有丰富经验。,cancer treatment; CAR-T cell therapy
四川省人民医院,陈琳,肿瘤内科,3.6,恶性肿瘤化疗、靶向治疗、免疫治疗、姑息治疗,主任医师，肿瘤内科专科，在肿瘤内科综合治疗方面有丰富经验。,cancer treatment; CAR-T cell therapy
四川省人民医院,邓春美,肿瘤内科,3.5,恶性肿瘤化疗、靶向治疗、免疫治疗、姑息治疗,主任医师，肿瘤内科专科，在肿瘤内科综合治疗方面有丰富经验。,cancer treatment; CAR-T cell therapy
四川省人民医院,贺盛光,肿瘤内科,3.5,恶性肿瘤化疗、靶向治疗、免疫治疗、姑息治疗,主任医师，肿瘤内科专科，在肿瘤内科综合治疗方面有丰富经验。,cancer treatment; CAR-T cell therapy
四川省人民医院,胡洪林,肿瘤内科,3.5,恶性肿瘤化疗、靶向治疗、免疫治疗、姑息治疗,主任医师，肿瘤内科专科，在肿瘤内科综合治疗方面有丰富经验。,cancer treatment; CAR-T cell therapy
四川省人民医院,兰海涛,肿瘤内科,3.7,恶性肿瘤化疗、靶向治疗、免疫治疗、姑息治疗,主任医师，肿瘤内科专科，在肿瘤内科综合治疗方面有丰富经验。,cancer treatment; CAR-T cell therapy
四川省人民医院,刘浩,肿瘤内科,3.7,恶性肿瘤化疗、靶向治疗、免疫治疗、姑息治疗,主任医师，肿瘤内科专科，在肿瘤内科综合治疗方面有丰富经验。,cancer treatment; CAR-T cell therapy
四川省人民医院,潘海霞,肿瘤内科,3.5,恶性肿瘤化疗、靶向治疗、免疫治疗、姑息治疗,主任医师，肿瘤内科专科，在肿瘤内科综合治疗方面有丰富经验。,cancer treatment; CAR-T cell therapy
四川省人民医院,王晓珊,肿瘤内科,3.6,恶性肿瘤化疗、靶向治疗、免疫治疗、姑息治疗,主任医师，肿瘤内科专科，在肿瘤内科综合治疗方面有丰富经验。,cancer treatment; CAR-T cell therapy
四川省人民医院,谢可,肿瘤内科,3.6,恶性肿瘤化疗、靶向治疗、免疫治疗、姑息治疗,主任医师，肿瘤内科专科，在肿瘤内科综合治疗方面有丰富经验。,cancer treatment; CAR-T cell therapy
四川省人民医院,许川,肿瘤内科,3.7,恶性肿瘤化疗、靶向治疗、免疫治疗、姑息治疗,主任医师，肿瘤内科专科，在肿瘤内科综合治疗方面有丰富经验。,cancer treatment; CAR-T cell therapy
四川省人民医院,张莉,肿瘤内科,3.6,恶性肿瘤化疗、靶向治疗、免疫治疗、姑息治疗,主任医师，肿瘤内科专科，在肿瘤内科综合治疗方面有丰富经验。,cancer treatment; CAR-T cell therapy
四川省人民医院,张明,肿瘤内科,3.6,恶性肿瘤化疗、靶向治疗、免疫治疗、姑息治疗,主任医师，肿瘤内科专科，在肿瘤内科综合治疗方面有丰富经验。,cancer treatment; CAR-T cell therapy
四川省人民医院,潘纯,重症监护室,3.5,危重症抢救治疗、多器官功能衰竭、脓毒症,主任医师，重症医学专科，在危重症救治方面有丰富经验。,routine health screening
浙江大学医学院附属妇产科医院,张晓飞,病理科,3.3,临床病理诊断、术中冰冻诊断、疑难病例会诊,主任医师，病理科专科，在临床病理诊断方面有丰富经验。,routine health screening
浙江大学医学院附属妇产科医院,陈丹青,产科,3.8,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
浙江大学医学院附属妇产科医院,贺晶,产科,3.7,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
浙江大学医学院附属妇产科医院,胡文胜,产科,3.7,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
浙江大学医学院附属妇产科医院,黄丽丽,产科,3.8,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
浙江大学医学院附属妇产科医院,王正平,产科,3.7,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
浙江大学医学院附属妇产科医院,温弘,产科,3.7,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
浙江大学医学院附属妇产科医院,杨小福,产科,3.7,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
浙江大学医学院附属妇产科医院,叶英辉,产科,3.7,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
浙江大学医学院附属妇产科医院,郑斐,产科,3.7,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
浙江大学医学院附属妇产科医院,秦佳乐,超声科,3.4,腹部超声、心血管超声、妇产科超声,主任医师，超声科专科，在超声诊断方面有丰富经验。,radiology/ CT scans
浙江大学医学院附属妇产科医院,唐秋,放疗科,3.3,放疗科常见病、多发病诊治,主任医师，放疗科专科，从事临床工作多年，具有丰富的临床经验。,cancer treatment
浙江大学医学院附属妇产科医院,陈冰亚,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,傅云峰,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,黄琼,妇科,3.7,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,黄夏娣,妇科,3.7,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,黄秀峰,妇科,3.7,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,季银芬,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,江秀秀,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,金杭美,妇科,3.9,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,李娟清,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,刘武,妇科,3.7,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,罗洁,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,吕时铭,妇科,3.9,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,马麟娟,妇科,3.7,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,马袁英,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,钱洪浪,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,阮恒超,妇科,3.7,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,石一复,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,孙惠兰,妇科,3.7,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,田永红,妇科,3.7,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,汪银锋,妇科,3.7,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,王凤鸣,妇科,3.7,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,王建华,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,王新宇,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,王悦,妇科,3.7,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,吴瑞瑾,妇科,3.9,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,谢臻蔚,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,徐开红,妇科,3.7,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,徐萍,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,徐向荣,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,张信美,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,赵小环,妇科,3.7,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,周坚红,妇科,3.9,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,黄荷凤,妇科内分泌,3.8,月经失调、多囊卵巢综合征、更年期综合征,主任医师，妇科内分泌专科，在妇科内分泌疾病诊治方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,朱小明,妇科内分泌,3.7,月经失调、多囊卵巢综合征、更年期综合征,主任医师，妇科内分泌专科，在妇科内分泌疾病诊治方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,吕卫国,妇科肿瘤,3.7,宫颈癌、子宫内膜癌、卵巢癌,主任医师，妇科肿瘤专科，擅长妇科恶性肿瘤的诊治。,cancer treatment; Gynecology treatment; robotic surgery
浙江大学医学院附属妇产科医院,鲁惠顺,麻醉科,3.7,临床麻醉、疼痛诊疗、危重症监测治疗,主任医师，麻醉科专科，从事临床麻醉工作多年。,routine health screening
浙江大学医学院附属妇产科医院,龙景培,乳腺外科,3.3,乳腺癌的早期诊断与综合治疗、乳腺良性疾病,主任医师，乳腺外科专科，在乳腺疾病诊治方面有丰富经验。,cancer treatment
浙江大学医学院附属妇产科医院,朱依敏,生殖,3.6,不孕症、辅助生殖技术、生殖内分泌,主任医师，生殖内分泌专科，在不孕症诊治方面有丰富经验。,IVF treatment
浙江大学医学院附属妇产科医院,孙革,新生儿科,4.7,新生儿危重症救治、早产儿管理、新生儿窒息,主任医师，新生儿科专科，在新生儿危重症救治方面有丰富经验。,routine health screening
浙江大学医学院附属妇产科医院,邹煜,医学影像科,3.5,CT诊断、MRI诊断、X线诊断,主任医师，医学影像专科，在医学影像诊断方面有丰富经验。,radiology/ CT scans
浙江大学医学院附属妇产科医院,蔡雪芬,中医妇产科,3.8,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。,obstetrics; Chinese medicine treatment; Gynecology treatment
浙江大学医学院附属妇产科医院,曲凡,中医妇产科,3.8,月经病、不孕症、更年期综合征,主任医师，中医妇产科专科，擅长运用中医中药治疗妇产科疾病。,obstetrics; Chinese medicine treatment; Gynecology treatment
浙江大学医学院附属邵逸夫医院,姜支农,病理科,3.4,临床病理诊断、术中冰冻诊断、疑难病例会诊,主任医师，病理科专科，在临床病理诊断方面有丰富经验。,routine health screening
浙江大学医学院附属邵逸夫医院,何超蔓,产科,3.6,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
浙江大学医学院附属邵逸夫医院,梁峰冰,产科,3.5,高危妊娠、产前诊断与咨询、分娩期并发症处理、围产期保健,主任医师，产科专科，对高危妊娠的管理有丰富经验。,obstetrics
浙江大学医学院附属邵逸夫医院,陈冉,超声科,3.4,腹部超声、心血管超声、妇产科超声,主任医师，超声科专科，在超声诊断方面有丰富经验。,radiology/ CT scans
浙江大学医学院附属邵逸夫医院,汤建国,耳鼻喉,3.5,耳聋、耳鸣、眩晕、鼻炎、咽喉炎,主任医师，耳鼻喉科专科，在耳鼻喉疾病诊治方面有丰富经验。,routine health screening
浙江大学医学院附属邵逸夫医院,孙晓南,放疗科,3.4,放疗科常见病、多发病诊治,主任医师，放疗科专科，从事临床工作多年，具有丰富的临床经验。,cancer treatment
浙江大学医学院附属邵逸夫医院,黄东,妇科,3.6,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属邵逸夫医院,楼红英,妇科,3.6,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属邵逸夫医院,鲁东红,妇科,3.7,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属邵逸夫医院,王敏珍,妇科,3.6,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属邵逸夫医院,徐文治,妇科,3.7,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属邵逸夫医院,杨建华,妇科,3.6,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属邵逸夫医院,杨京燕,妇科,3.6,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属邵逸夫医院,张松英,妇科,3.8,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属邵逸夫医院,张霄,妇科,3.5,妇科良恶性肿瘤、妇科内分泌疾病、子宫内膜异位症、妇科炎症,主任医师，从事妇产科临床工作多年，在妇科肿瘤、妇科内分泌等方面有丰富经验。,Gynecology treatment; robotic surgery
浙江大学医学院附属邵逸夫医院,张平,妇科肿瘤,3.5,宫颈癌、子宫内膜癌、卵巢癌,主任医师，妇科肿瘤专科，擅长妇科恶性肿瘤的诊治。,cancer treatment; Gynecology treatment; robotic surgery
浙江大学医学院附属邵逸夫医院,洪德飞,肝胆外科,3.8,肝癌、胆道肿瘤、胆石症,主任医师，肝胆外科专科，在肝胆胰疾病诊治方面有丰富经验。,cancer treatment; robotic surgery
浙江大学医学院附属邵逸夫医院,蒋桂星,肝胆外科,3.6,肝癌、胆道肿瘤、胆石症,主任医师，肝胆外科专科，在肝胆胰疾病诊治方面有丰富经验。,cancer treatment; robotic surgery
浙江大学医学院附属邵逸夫医院,梁霄,肝胆外科,3.8,肝癌、胆道肿瘤、胆石症,主任医师，肝胆外科专科，在肝胆胰疾病诊治方面有丰富经验。,cancer treatment; robotic surgery
浙江大学医学院附属邵逸夫医院,沈波,肝胆外科,3.5,肝癌、胆道肿瘤、胆石症,主任医师，肝胆外科专科，在肝胆胰疾病诊治方面有丰富经验。,cancer treatment; robotic surgery
浙江大学医学院附属邵逸夫医院,王一帆,肝胆外科,3.5,肝癌、胆道肿瘤、胆石症,主任医师，肝胆外科专科，在肝胆胰疾病诊治方面有丰富经验。,cancer treatment; robotic surgery
浙江大学医学院附属邵逸夫医院,吕芳芳,感染内科,3.4,细菌感染、病毒感染、发热待查,主任医师，感染科专科，在感染性疾病诊治方面有丰富经验。,routine health screening
浙江大学医学院附属邵逸夫医院,宋章法,肛肠科,3.6,痔疮、肛裂、肛瘘,主任医师，肛肠科专科，在肛肠疾病诊治方面有丰富经验。,routine health screening
